"VeeamServer","Name","BackupName","Type","SizeGB"
"pano-veeam01","Clarion File Servers - UK1-FILE04-NEWD2020-09-19T170059.vbk","UK1-FILE04","Full Backup (Seed)","1943.59658336639"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-28T130058.vib","UK1-FILE04D2020","Incredmental Backup","16.1208009719849"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-28T170110.vib","UK1-FILE04D2020","Incredmental Backup","12.0308995246887"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-28T210112.vib","UK1-FILE04D2020","Incredmental Backup","7.40846586227417"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-29T090103.vib","UK1-FILE04D2020","Incredmental Backup","1.03011894226074"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-29T130100.vib","UK1-FILE04D2020","Incredmental Backup","0.747781276702881"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-29T170105.vib","UK1-FILE04D2020","Incredmental Backup","2.58723974227905"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-29T210113.vib","UK1-FILE04D2020","Incredmental Backup","6.30081129074097"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-30T090105.vib","UK1-FILE04D2020","Incredmental Backup","8.36146831512451"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-30T130112.vib","UK1-FILE04D2020","Incredmental Backup","8.3495135307312"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-30T170111.vib","UK1-FILE04D2020","Incredmental Backup","7.98879289627075"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-09-30T210131.vib","UK1-FILE04D2020","Incredmental Backup","0.334098815917969"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-01T090102.vib","UK1-FILE04D2020","Incredmental Backup","0.789519786834717"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-01T130048.vib","UK1-FILE04D2020","Incredmental Backup","0.67960262298584"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-01T170113.vib","UK1-FILE04D2020","Incredmental Backup","25.0214929580688"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-01T210126.vib","UK1-FILE04D2020","Incredmental Backup","24.9890241622925"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-02T090104.vib","UK1-FILE04D2020","Incredmental Backup","0.67082405090332"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-02T130059.vib","UK1-FILE04D2020","Incredmental Backup","0.717774391174316"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-02T170102.vib","UK1-FILE04D2020","Incredmental Backup","2.47196245193481"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-02T210110.vib","UK1-FILE04D2020","Incredmental Backup","2.26750802993774"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-03T090110.vib","UK1-FILE04D2020","Incredmental Backup","48.7747292518616"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-03T130112.vib","UK1-FILE04D2020","Incredmental Backup","45.2318005561829"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-03T170103.vib","UK1-FILE04D2020","Incredmental Backup","0.678061962127686"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-03T210128.vib","UK1-FILE04D2020","Incredmental Backup","2.75577783584595"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-04T090113.vib","UK1-FILE04D2020","Incredmental Backup","0.753730297088623"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-04T130053.vib","UK1-FILE04D2020","Incredmental Backup","7.8498330116272"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-04T170054.vib","UK1-FILE04D2020","Incredmental Backup","6.11754751205444"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-04T210110.vib","UK1-FILE04D2020","Incredmental Backup","3.04614639282227"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-05T090054.vib","UK1-FILE04D2020","Incredmental Backup","1.77376079559326"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-05T130109.vib","UK1-FILE04D2020","Incredmental Backup","27.4119744300842"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-05T170057.vib","UK1-FILE04D2020","Incredmental Backup","9.3091835975647"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-05T210121.vib","UK1-FILE04D2020","Incredmental Backup","40.484564781189"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-06T090108.vib","UK1-FILE04D2020","Incredmental Backup","0.934866428375244"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-06T130110.vib","UK1-FILE04D2020","Incredmental Backup","2.43532085418701"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-06T170114.vib","UK1-FILE04D2020","Incredmental Backup","0.715650081634521"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-06T210141.vib","UK1-FILE04D2020","Incredmental Backup","4.69129657745361"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-07T090100.vib","UK1-FILE04D2020","Incredmental Backup","2.46677827835083"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-07T130109.vib","UK1-FILE04D2020","Incredmental Backup","7.07854223251343"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-07T170058.vib","UK1-FILE04D2020","Incredmental Backup","21.3911709785461"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-07T210132.vib","UK1-FILE04D2020","Incredmental Backup","0.974838256835938"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-08T090055.vib","UK1-FILE04D2020","Incredmental Backup","2.28104782104492"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-08T130100.vib","UK1-FILE04D2020","Incredmental Backup","10.457248210907"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-08T170103.vib","UK1-FILE04D2020","Incredmental Backup","3.91984462738037"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-08T210136.vib","UK1-FILE04D2020","Incredmental Backup","0.971239566802979"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-09T090119.vib","UK1-FILE04D2020","Incredmental Backup","12.5884046554565"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-09T130100.vib","UK1-FILE04D2020","Incredmental Backup","3.59322118759155"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-09T170107.vib","UK1-FILE04D2020","Incredmental Backup","5.15667533874512"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-09T210134.vib","UK1-FILE04D2020","Incredmental Backup","0.435922145843506"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-10T090109.vib","UK1-FILE04D2020","Incredmental Backup","33.6155710220337"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-10T130104.vib","UK1-FILE04D2020","Incredmental Backup","4.72976446151733"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-10T170047.vib","UK1-FILE04D2020","Incredmental Backup","0.605387210845947"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-10T210128.vib","UK1-FILE04D2020","Incredmental Backup","1.41941165924072"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-11T090103.vib","UK1-FILE04D2020","Incredmental Backup","1.51751279830933"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-11T130045.vib","UK1-FILE04D2020","Incredmental Backup","8.15989589691162"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-11T170123.vib","UK1-FILE04D2020","Incredmental Backup","1.08462905883789"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-11T210113.vib","UK1-FILE04D2020","Incredmental Backup","15.1645674705505"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-12T090116.vib","UK1-FILE04D2020","Incredmental Backup","15.558801651001"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-12T130117.vib","UK1-FILE04D2020","Incredmental Backup","0.0294151306152344"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-13T130055.vib","UK1-FILE04D2020","Incredmental Backup","5.99508571624756"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-13T170059.vib","UK1-FILE04D2020","Incredmental Backup","1.2196831703186"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-13T210124.vib","UK1-FILE04D2020","Incredmental Backup","0.693679809570313"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-14T090058.vib","UK1-FILE04D2020","Incredmental Backup","1.16223382949829"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-14T130110.vib","UK1-FILE04D2020","Incredmental Backup","1.42759656906128"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-14T170114.vib","UK1-FILE04D2020","Incredmental Backup","0.730072021484375"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-14T210120.vib","UK1-FILE04D2020","Incredmental Backup","16.0166540145874"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-15T090114.vib","UK1-FILE04D2020","Incredmental Backup","15.8128366470337"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-15T130113.vib","UK1-FILE04D2020","Incredmental Backup","11.1153526306152"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-15T170106.vib","UK1-FILE04D2020","Incredmental Backup","11.6323437690735"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-15T210057.vib","UK1-FILE04D2020","Incredmental Backup","0.539093971252441"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-16T090107.vib","UK1-FILE04D2020","Incredmental Backup","11.9934825897217"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-16T130054.vib","UK1-FILE04D2020","Incredmental Backup","12.014965057373"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-16T170104.vib","UK1-FILE04D2020","Incredmental Backup","22.2831659317017"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-16T210109.vib","UK1-FILE04D2020","Incredmental Backup","21.9706602096558"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-17T090101.vib","UK1-FILE04D2020","Incredmental Backup","43.5063676834106"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-17T130111.vib","UK1-FILE04D2020","Incredmental Backup","42.6052923202515"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-17T170114.vib","UK1-FILE04D2020","Incredmental Backup","48.253680229187"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-17T210117.vib","UK1-FILE04D2020","Incredmental Backup","28.1572432518005"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-18T090101.vib","UK1-FILE04D2020","Incredmental Backup","20.1389255523682"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-18T130117.vib","UK1-FILE04D2020","Incredmental Backup","4.84079456329346"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-18T170056.vib","UK1-FILE04D2020","Incredmental Backup","27.0679020881653"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-18T210110.vib","UK1-FILE04D2020","Incredmental Backup","26.476743221283"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-19T090110.vib","UK1-FILE04D2020","Incredmental Backup","1.11793184280396"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-19T130110.vib","UK1-FILE04D2020","Incredmental Backup","21.6314167976379"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-19T170103.vib","UK1-FILE04D2020","Incredmental Backup","18.2440180778503"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-19T210104.vib","UK1-FILE04D2020","Incredmental Backup","13.0892901420593"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-20T090119.vib","UK1-FILE04D2020","Incredmental Backup","13.0546607971191"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-20T130107.vib","UK1-FILE04D2020","Incredmental Backup","21.0200839042664"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-20T170046.vib","UK1-FILE04D2020","Incredmental Backup","33.8522944450378"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-20T210104.vib","UK1-FILE04D2020","Incredmental Backup","30.9368839263916"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-21T090114.vib","UK1-FILE04D2020","Incredmental Backup","33.3741054534912"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-21T130052.vib","UK1-FILE04D2020","Incredmental Backup","44.4879140853882"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-21T170113.vib","UK1-FILE04D2020","Incredmental Backup","14.5300416946411"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-21T210053.vib","UK1-FILE04D2020","Incredmental Backup","1.41142225265503"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-22T090112.vib","UK1-FILE04D2020","Incredmental Backup","1.34636163711548"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-22T130111.vib","UK1-FILE04D2020","Incredmental Backup","8.91788816452026"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-22T170050.vib","UK1-FILE04D2020","Incredmental Backup","8.69491100311279"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-22T210113.vib","UK1-FILE04D2020","Incredmental Backup","0.910332679748535"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-23T090108.vib","UK1-FILE04D2020","Incredmental Backup","48.4313087463379"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-23T130054.vib","UK1-FILE04D2020","Incredmental Backup","6.0053071975708"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-23T170113.vib","UK1-FILE04D2020","Incredmental Backup","34.8615980148315"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-23T210104.vib","UK1-FILE04D2020","Incredmental Backup","10.2793550491333"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-24T090112.vib","UK1-FILE04D2020","Incredmental Backup","118.127161026001"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-24T130116.vib","UK1-FILE04D2020","Incredmental Backup","0.73628044128418"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-24T170048.vib","UK1-FILE04D2020","Incredmental Backup","0.600457191467285"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-24T210104.vib","UK1-FILE04D2020","Incredmental Backup","0.801830768585205"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-25T090055.vib","UK1-FILE04D2020","Incredmental Backup","0.790253162384033"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-25T130109.vib","UK1-FILE04D2020","Incredmental Backup","6.98373937606812"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-25T170121.vib","UK1-FILE04D2020","Incredmental Backup","14.4737000465393"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-25T210105.vib","UK1-FILE04D2020","Incredmental Backup","3.27450466156006"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-26T090108.vib","UK1-FILE04D2020","Incredmental Backup","0.705143451690674"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-26T131907.vib","UK1-FILE04D2020","Incredmental Backup","0.696796417236328"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-26T170116.vib","UK1-FILE04D2020","Incredmental Backup","0.659337997436523"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-26T210105.vib","UK1-FILE04D2020","Incredmental Backup","0.947636127471924"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-27T090054.vib","UK1-FILE04D2020","Incredmental Backup","2.37536954879761"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-27T130113.vib","UK1-FILE04D2020","Incredmental Backup","4.16554832458496"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-27T170059.vib","UK1-FILE04D2020","Incredmental Backup","3.11758470535278"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-27T210126.vib","UK1-FILE04D2020","Incredmental Backup","1.36722707748413"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-28T090056.vib","UK1-FILE04D2020","Incredmental Backup","1.73010921478271"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-28T130057.vib","UK1-FILE04D2020","Incredmental Backup","3.02768468856812"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-28T170108.vib","UK1-FILE04D2020","Incredmental Backup","0.601357460021973"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-28T210113.vib","UK1-FILE04D2020","Incredmental Backup","1.63351774215698"
"pano-veeam01","Clarion File Servers - UK1-FILE04D2020-10-29T090055.vib","UK1-FILE04D2020","Incredmental Backup","1.06976222991943"
"pano-veeam01","Clarion File Servers - UK1-FILE05-NEWD2020-09-19T213610.vbk","UK1-FILE05","Full Backup (Seed)","1936.165766716"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-28T133037.vib","UK1-FILE05D2020","Incredmental Backup","6.10085678100586"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-28T172549.vib","UK1-FILE05D2020","Incredmental Backup","4.15658855438232"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-28T213836.vib","UK1-FILE05D2020","Incredmental Backup","1.05150461196899"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-29T092229.vib","UK1-FILE05D2020","Incredmental Backup","3.09491968154907"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-29T132221.vib","UK1-FILE05D2020","Incredmental Backup","0.984456062316895"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-29T173100.vib","UK1-FILE05D2020","Incredmental Backup","3.62394714355469"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-29T213632.vib","UK1-FILE05D2020","Incredmental Backup","1.20856952667236"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-30T092702.vib","UK1-FILE05D2020","Incredmental Backup","5.98743152618408"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-30T132836.vib","UK1-FILE05D2020","Incredmental Backup","0.985778331756592"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-30T173110.vib","UK1-FILE05D2020","Incredmental Backup","5.20827627182007"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-09-30T212906.vib","UK1-FILE05D2020","Incredmental Backup","1.70834064483643"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-01T092636.vib","UK1-FILE05D2020","Incredmental Backup","7.93694639205933"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-01T132609.vib","UK1-FILE05D2020","Incredmental Backup","14.8925681114197"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-01T173058.vib","UK1-FILE05D2020","Incredmental Backup","5.79183673858643"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-01T213442.vib","UK1-FILE05D2020","Incredmental Backup","2.32920551300049"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-02T092904.vib","UK1-FILE05D2020","Incredmental Backup","14.1170201301575"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-02T132454.vib","UK1-FILE05D2020","Incredmental Backup","11.6293573379517"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-02T172453.vib","UK1-FILE05D2020","Incredmental Backup","0.641866683959961"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-02T213523.vib","UK1-FILE05D2020","Incredmental Backup","10.7075443267822"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-03T093539.vib","UK1-FILE05D2020","Incredmental Backup","5.72394561767578"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-03T133109.vib","UK1-FILE05D2020","Incredmental Backup","0.786806583404541"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-03T172254.vib","UK1-FILE05D2020","Incredmental Backup","3.3288688659668"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-03T213026.vib","UK1-FILE05D2020","Incredmental Backup","1.15464925765991"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-04T092400.vib","UK1-FILE05D2020","Incredmental Backup","1.59655094146729"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-04T133028.vib","UK1-FILE05D2020","Incredmental Backup","1.67177200317383"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-04T173131.vib","UK1-FILE05D2020","Incredmental Backup","3.59158754348755"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-04T213053.vib","UK1-FILE05D2020","Incredmental Backup","1.98385763168335"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-05T092153.vib","UK1-FILE05D2020","Incredmental Backup","3.28194856643677"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-05T132547.vib","UK1-FILE05D2020","Incredmental Backup","15.1456232070923"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-05T172446.vib","UK1-FILE05D2020","Incredmental Backup","47.614191532135"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-05T213513.vib","UK1-FILE05D2020","Incredmental Backup","36.5051827430725"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-06T092622.vib","UK1-FILE05D2020","Incredmental Backup","0.92719030380249"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-06T132849.vib","UK1-FILE05D2020","Incredmental Backup","1.03251934051514"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-06T172912.vib","UK1-FILE05D2020","Incredmental Backup","1.18832397460938"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-06T213729.vib","UK1-FILE05D2020","Incredmental Backup","1.56247138977051"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-07T092825.vib","UK1-FILE05D2020","Incredmental Backup","5.47153234481812"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-07T132918.vib","UK1-FILE05D2020","Incredmental Backup","2.46704387664795"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-07T173052.vib","UK1-FILE05D2020","Incredmental Backup","1.18904829025269"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-07T213638.vib","UK1-FILE05D2020","Incredmental Backup","3.64576816558838"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-08T092717.vib","UK1-FILE05D2020","Incredmental Backup","3.5760817527771"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-08T141207.vib","UK1-FILE05D2020","Incredmental Backup","3.7189564704895"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-08T174544.vib","UK1-FILE05D2020","Incredmental Backup","7.67869281768799"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-08T215555.vib","UK1-FILE05D2020","Incredmental Backup","9.36963653564453"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-09T093559.vib","UK1-FILE05D2020","Incredmental Backup","7.50854206085205"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-09T132728.vib","UK1-FILE05D2020","Incredmental Backup","5.98653745651245"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-09T174115.vib","UK1-FILE05D2020","Incredmental Backup","3.53288221359253"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-09T214331.vib","UK1-FILE05D2020","Incredmental Backup","0.60595178604126"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-10T094923.vib","UK1-FILE05D2020","Incredmental Backup","9.77136039733887"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-10T133221.vib","UK1-FILE05D2020","Incredmental Backup","5.48570156097412"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-10T173218.vib","UK1-FILE05D2020","Incredmental Backup","4.10421705245972"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-10T214344.vib","UK1-FILE05D2020","Incredmental Backup","2.73991584777832"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-11T093035.vib","UK1-FILE05D2020","Incredmental Backup","1.97063827514648"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-11T132542.vib","UK1-FILE05D2020","Incredmental Backup","1.04709625244141"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-11T172507.vib","UK1-FILE05D2020","Incredmental Backup","1.84947395324707"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-11T213656.vib","UK1-FILE05D2020","Incredmental Backup","0.6793212890625"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-12T092425.vib","UK1-FILE05D2020","Incredmental Backup","4.24405002593994"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-13T091623.vib","UK1-FILE05D2020","Incredmental Backup","4.05186176300049"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-13T132346.vib","UK1-FILE05D2020","Incredmental Backup","0.930379867553711"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-13T174428.vib","UK1-FILE05D2020","Incredmental Backup","1.20010423660278"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-13T214432.vib","UK1-FILE05D2020","Incredmental Backup","0.579439163208008"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-14T093721.vib","UK1-FILE05D2020","Incredmental Backup","2.01739501953125"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-14T133651.vib","UK1-FILE05D2020","Incredmental Backup","0.923200607299805"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-14T174020.vib","UK1-FILE05D2020","Incredmental Backup","0.707014083862305"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-14T214601.vib","UK1-FILE05D2020","Incredmental Backup","0.922900199890137"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-15T093020.vib","UK1-FILE05D2020","Incredmental Backup","1.28287649154663"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-15T133954.vib","UK1-FILE05D2020","Incredmental Backup","3.02927875518799"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-15T172445.vib","UK1-FILE05D2020","Incredmental Backup","19.5457248687744"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-15T213104.vib","UK1-FILE05D2020","Incredmental Backup","1.53490924835205"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-16T092541.vib","UK1-FILE05D2020","Incredmental Backup","7.32572555541992"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-16T132422.vib","UK1-FILE05D2020","Incredmental Backup","8.59025430679321"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-16T172537.vib","UK1-FILE05D2020","Incredmental Backup","3.47123050689697"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-16T214834.vib","UK1-FILE05D2020","Incredmental Backup","1.2806224822998"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-17T094057.vib","UK1-FILE05D2020","Incredmental Backup","44.5926175117493"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-17T133139.vib","UK1-FILE05D2020","Incredmental Backup","21.2861580848694"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-17T173335.vib","UK1-FILE05D2020","Incredmental Backup","20.6578822135925"
"pano-veeam01","Clarion File Servers - UK1-FILE05D2020-10-17T214816.vib","UK1-FILE05D2020","Incredmental Backup","35.5942192077637"
